CustomerID,Gender,Senior Citizen,Partner,Dependents,Tenure Months,Phone Service,Multiple Lines,Internet Service,Online Security,Online Backup,Device Protection,Tech Support,Streaming TV,Streaming Movies,Contract,Paperless Billing,Payment Method,Monthly Charges,Total Charges,CLTV,Tenure Group,Actual Churn,Churn Probability,Predicted Churn,Churn Probability %,Risk Level,Recommended Action
9248-OJYKK,Male,Yes,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,76.45,76.45,3763,0-12 Months,1,0.897505339356278,1,89.75,High Risk,Contract upgrade + Security offer
7239-HZZCX,Male,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.75,19.75,4851,0-12 Months,1,0.45182118215534833,0,45.18,Medium Risk,Monitor
9860-LISIZ,Female,No,No,No,34,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.35,673.2,2864,25-48 Months,0,0.1491174305962452,0,14.91,Low Risk,Monitor
6979-ZNSFF,Female,No,No,No,8,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,87.05,762.1,2545,0-12 Months,1,0.8904112924751872,1,89.04,High Risk,Contract upgrade + Security offer
8938-UMKPI,Female,No,No,No,47,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,106.4,5127.95,4804,25-48 Months,1,0.7708546993456816,1,77.09,High Risk,Contract upgrade + Security offer
1820-DJFPH,Female,No,Yes,Yes,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),24.05,1709.15,4755,49+ Months,0,0.003920552261604734,0,0.39,Low Risk,Monitor
0732-OCQOC,Female,No,Yes,No,52,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),25.05,1270.25,5674,49+ Months,0,0.04635124565023491,0,4.64,Low Risk,Monitor
6776-TLWOI,Male,No,No,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.85,64.55,2158,0-12 Months,1,0.41699459068040806,0,41.7,Medium Risk,Monitor
4940-KHCWD,Female,No,Yes,No,60,No,No phone service,DSL,Yes,Yes,No,Yes,No,No,Two year,No,Bank transfer (automatic),37.7,2288.7,5148,49+ Months,0,0.034816113469789696,0,3.48,Low Risk,Monitor
9057-SIHCH,Female,No,No,No,3,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,96.6,291.9,3260,0-12 Months,1,0.9232053507478384,1,92.32,High Risk,Contract upgrade + Security offer
9866-QEVEE,Male,No,No,No,19,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),86.0,1532.45,4857,13-24 Months,1,0.8086304315567237,1,80.86,High Risk,Contract upgrade + Security offer
5542-TBBWB,Male,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.9,69.9,3358,0-12 Months,0,0.8708973423285491,1,87.09,High Risk,Contract upgrade + Security offer
4587-VVTOX,Female,No,Yes,No,6,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,105.3,545.2,4163,0-12 Months,1,0.9246024133011224,1,92.46,High Risk,Contract upgrade + Security offer
6322-HRPFA,Male,No,Yes,Yes,49,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,No,Credit card (automatic),59.6,2970.3,4986,49+ Months,0,0.03149598475838446,0,3.15,Low Risk,Monitor
6284-AHOOQ,Male,Yes,No,No,22,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),90.5,1910.6,5014,13-24 Months,1,0.739533718554346,1,73.95,High Risk,Contract upgrade + Security offer
4530-NDRKU,Female,No,Yes,Yes,42,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,19.05,761.85,5091,25-48 Months,0,0.029057702648473113,0,2.91,Low Risk,Monitor
1751-NCDLI,Male,Yes,Yes,No,46,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,98.85,4564.9,2641,25-48 Months,0,0.8347486807177027,1,83.47,High Risk,Contract upgrade + Security offer
3893-JRNFS,Male,No,No,No,68,No,No phone service,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),39.9,2796.35,6270,49+ Months,0,0.25009972753241044,0,25.01,Low Risk,Monitor
5857-XRECV,Female,No,No,Yes,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),20.5,38.25,4486,0-12 Months,0,0.06082528641359197,0,6.08,Low Risk,Monitor
3115-CZMZD,Male,No,No,No,0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.25,0.0,5504,0-12 Months,0,0.17497841247232487,0,17.5,Low Risk,Monitor
4489-SNOJF,Female,No,Yes,Yes,35,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,72.25,2568.55,5898,25-48 Months,1,0.13564924621465455,0,13.56,Low Risk,Monitor
1051-GEJLJ,Female,No,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.5,27.55,4836,0-12 Months,0,0.43470556151584167,0,43.47,Medium Risk,Monitor
3563-SVYLG,Male,No,Yes,Yes,68,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Credit card (automatic),62.65,4375.8,5215,49+ Months,0,0.004153352028308793,0,0.42,Low Risk,Monitor
4301-VVZKA,Male,No,Yes,No,16,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.4,1189.4,5432,13-24 Months,0,0.8786072493260659,1,87.86,High Risk,Contract upgrade + Security offer
9351-HXDMR,Male,No,Yes,No,72,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),110.9,8240.85,4938,49+ Months,0,0.1935778259482051,0,19.36,Low Risk,Monitor
5161-XEUVX,Male,No,Yes,No,37,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,Two year,No,Mailed check,94.3,3460.95,2615,25-48 Months,0,0.29278664994337944,0,29.28,Low Risk,Monitor
3088-FVYWK,Male,No,Yes,Yes,53,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),25.55,1336.1,5794,49+ Months,0,0.006697448486377381,0,0.67,Low Risk,Monitor
9812-GHVRI,Female,No,No,No,40,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),83.85,3532.25,4294,25-48 Months,0,0.6300170425225029,1,63.0,High Risk,Contract upgrade + Security offer
1370-GGAWX,Female,No,No,No,46,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,One year,Yes,Electronic check,94.15,4408.45,3924,25-48 Months,0,0.5334821494088055,0,53.35,Medium Risk,Monitor
6023-YEBUP,Male,No,No,No,3,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.95,329.95,5351,0-12 Months,1,0.9247866685489265,1,92.48,High Risk,Contract upgrade + Security offer
9940-RHLFB,Female,No,No,No,1,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,75.3,75.3,2176,0-12 Months,1,0.8132376405787299,1,81.32,High Risk,Contract upgrade + Security offer
4541-RMRLG,Male,No,No,No,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,19.25,112.3,4489,0-12 Months,1,0.4738550234775653,0,47.39,Medium Risk,Monitor
2606-RMDHZ,Male,No,No,No,6,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),30.5,208.7,4667,0-12 Months,1,0.7335501727589373,1,73.36,High Risk,Contract upgrade + Security offer
5575-TPIZQ,Male,No,No,No,46,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),89.15,4245.55,5593,25-48 Months,0,0.5831299090591706,0,58.31,Medium Risk,Monitor
9378-FXTIZ,Female,No,Yes,No,54,Yes,Yes,DSL,No,No,No,No,Yes,Yes,One year,Yes,Credit card (automatic),70.15,3715.65,4596,49+ Months,1,0.30639323588455025,0,30.64,Low Risk,Monitor
4631-OACRM,Male,Yes,No,No,15,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,79.4,1156.1,3621,13-24 Months,1,0.8494534151162303,1,84.95,High Risk,Contract upgrade + Security offer
8593-WHYHV,Male,No,No,No,3,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,85.3,264.8,4934,0-12 Months,1,0.9133912312261231,1,91.34,High Risk,Contract upgrade + Security offer
1403-GYAFU,Male,No,Yes,Yes,70,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),20.05,1360.25,4485,49+ Months,0,0.0022517359579671023,0,0.23,Low Risk,Monitor
7641-TQFHN,Male,No,No,Yes,39,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Two year,No,Mailed check,100.55,3895.35,3124,25-48 Months,0,0.0748257223702071,0,7.48,Low Risk,Monitor
4237-CLSMM,Male,No,Yes,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.0,38.0,4823,0-12 Months,0,0.5087049780387253,0,50.87,Medium Risk,Monitor
4360-PNRQB,Male,No,No,No,18,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),75.6,1395.05,4030,13-24 Months,0,0.7727247841649216,1,77.27,High Risk,Contract upgrade + Security offer
5334-AFQJB,Male,Yes,No,No,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),25.1,1789.9,5751,49+ Months,0,0.015922046713248286,0,1.59,Low Risk,Monitor
9308-ANMVE,Male,No,No,Yes,47,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,55.3,2654.05,5491,25-48 Months,0,0.0690230598632885,0,6.9,Low Risk,Monitor
3530-VWVGU,Female,No,Yes,Yes,22,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.9,400.3,5657,13-24 Months,0,0.07556354739366218,0,7.56,Low Risk,Monitor
4674-HGNUA,Male,No,Yes,Yes,71,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),89.9,6457.15,4444,49+ Months,0,0.010539357867743083,0,1.05,Low Risk,Monitor
3030-YDNRM,Male,No,No,No,8,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.85,572.45,5514,0-12 Months,0,0.8775822977334816,1,87.76,High Risk,Contract upgrade + Security offer
3642-BYHDO,Female,No,Yes,Yes,71,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.9,1389.35,5789,49+ Months,0,0.0021855385704387317,0,0.22,Low Risk,Monitor
0440-UEDAI,Female,No,No,No,53,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,One year,Yes,Credit card (automatic),94.45,5042.75,5452,49+ Months,0,0.2581972109173565,0,25.82,Low Risk,Monitor
9819-FBNSV,Male,Yes,Yes,No,37,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),72.25,2575.45,4121,25-48 Months,0,0.6405942368336854,1,64.06,High Risk,Contract upgrade + Security offer
9289-LBQVU,Male,No,Yes,No,64,Yes,Yes,DSL,No,Yes,No,Yes,No,Yes,One year,Yes,Mailed check,70.15,4480.7,5037,49+ Months,0,0.1463768315760273,0,14.64,Low Risk,Monitor
4468-YDOVK,Male,No,No,Yes,5,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),48.65,235.2,3307,0-12 Months,0,0.2145591753418773,0,21.46,Low Risk,Monitor
2001-EWBQU,Female,No,No,No,60,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,No,Electronic check,104.7,6333.8,6186,49+ Months,0,0.304247567233553,0,30.42,Low Risk,Monitor
9992-UJOEL,Male,No,No,No,2,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,50.3,92.75,5870,0-12 Months,0,0.6707064134991956,1,67.07,High Risk,Contract upgrade + Security offer
8409-WQJUX,Female,No,No,No,25,No,No phone service,DSL,No,No,Yes,Yes,Yes,Yes,One year,No,Electronic check,54.2,1423.15,4458,25-48 Months,0,0.450293544435735,0,45.03,Medium Risk,Monitor
3077-RSNTJ,Female,No,Yes,Yes,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.7,113.5,4293,0-12 Months,0,0.14109166642289495,0,14.11,Low Risk,Monitor
6993-YCOBK,Male,No,Yes,Yes,60,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,110.6,6586.85,5756,49+ Months,0,0.0828188843986534,0,8.28,Low Risk,Monitor
4817-VYYWS,Female,No,No,No,30,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.2,2983.8,3598,25-48 Months,1,0.8375809227520462,1,83.76,High Risk,Contract upgrade + Security offer
4702-HDRKD,Male,No,No,No,67,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,No,One year,Yes,Bank transfer (automatic),49.35,3321.35,5905,49+ Months,0,0.07699171556706147,0,7.7,Low Risk,Monitor
3251-YMVWZ,Male,No,No,No,53,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),24.05,1301.9,4865,49+ Months,0,0.046709351668452595,0,4.67,Low Risk,Monitor
4190-MFLUW,Female,No,Yes,No,10,Yes,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,Credit card (automatic),55.2,528.35,5925,0-12 Months,1,0.5081575970965184,0,50.82,Medium Risk,Monitor
4678-DVQEO,Female,No,No,No,1,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,52.2,52.2,4138,0-12 Months,1,0.691734653470026,1,69.17,High Risk,Contract upgrade + Security offer
4701-AHWMW,Male,No,Yes,No,55,No,No phone service,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),54.55,2978.3,6041,49+ Months,1,0.4285481902232471,0,42.85,Medium Risk,Monitor
2987-BJXIK,Female,No,No,No,70,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,No,Mailed check,84.7,5991.05,4180,49+ Months,0,0.05353191094964974,0,5.35,Low Risk,Monitor
1730-VFMWO,Female,No,Yes,No,34,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),50.2,1815.3,4352,25-48 Months,0,0.30650081592756606,0,30.65,Low Risk,Monitor
1936-UAFEH,Female,No,No,No,68,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,No,Credit card (automatic),110.25,7279.35,5502,49+ Months,0,0.10712987993918978,0,10.71,Low Risk,Monitor
5140-FOMCQ,Female,No,Yes,No,59,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),109.15,6557.75,5186,49+ Months,0,0.4206389154073591,0,42.06,Medium Risk,Monitor
8778-LMWTJ,Female,No,No,No,9,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.85,708.2,5770,0-12 Months,0,0.7835390293708416,1,78.35,High Risk,Contract upgrade + Tech Support
9840-DVNDC,Male,No,No,No,6,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),80.5,463.05,2181,0-12 Months,1,0.8203227599761916,1,82.03,High Risk,Contract upgrade + Security offer
8033-VCZGH,Male,No,Yes,No,50,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,103.95,5231.3,4363,49+ Months,0,0.5971491805359864,0,59.71,Medium Risk,Monitor
8580-QVLOC,Female,Yes,Yes,No,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),92.45,6440.25,5697,49+ Months,1,0.04815029551809791,0,4.82,Low Risk,Monitor
6128-AQBMT,Male,Yes,Yes,No,41,No,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,53.95,2215.4,3920,25-48 Months,0,0.696861079127363,1,69.69,High Risk,Contract upgrade + Security offer
6257-RJOHI,Male,No,No,No,4,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,50.8,202.3,4521,0-12 Months,0,0.5969964439050232,0,59.7,Medium Risk,Monitor
1929-ZCBHE,Male,No,Yes,Yes,47,No,No phone service,DSL,Yes,No,Yes,Yes,No,No,One year,No,Electronic check,40.3,1794.8,5040,25-48 Months,0,0.0337038450527592,0,3.37,Low Risk,Monitor
6242-SGYTS,Male,No,Yes,Yes,62,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,One year,Yes,Credit card (automatic),94.95,5791.85,4262,49+ Months,0,0.08061722746854166,0,8.06,Low Risk,Monitor
7010-ZMVBF,Female,No,Yes,Yes,18,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.45,357.0,2047,13-24 Months,0,0.08337729881167485,0,8.34,Low Risk,Monitor
3519-ZKXGG,Female,No,Yes,No,3,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.85,256.6,4062,0-12 Months,1,0.9130481152810186,1,91.3,High Risk,Contract upgrade + Security offer
5666-MBJPT,Male,No,No,No,65,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),25.1,1725.0,5449,49+ Months,0,0.02149347126623152,0,2.15,Low Risk,Monitor
3313-QKNKB,Male,No,Yes,No,59,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,One year,No,Electronic check,85.55,5084.65,6304,49+ Months,1,0.46489061801138176,0,46.49,Medium Risk,Monitor
7581-EBBOU,Female,No,No,No,60,Yes,No,DSL,No,Yes,Yes,Yes,Yes,No,One year,Yes,Credit card (automatic),70.15,4224.7,4260,49+ Months,0,0.089175143361082,0,8.92,Low Risk,Monitor
1784-BXEFA,Female,No,No,No,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.55,187.35,3595,0-12 Months,0,0.414894350907618,0,41.49,Medium Risk,Monitor
7492-TAFJD,Male,No,Yes,No,7,No,No phone service,DSL,Yes,Yes,Yes,No,No,No,Two year,No,Mailed check,38.55,280.0,3345,0-12 Months,0,0.2958001527488633,0,29.58,Low Risk,Monitor
5213-TWWJU,Male,No,No,No,28,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,91.0,2626.15,2448,25-48 Months,0,0.6455444779791228,1,64.55,High Risk,Contract upgrade + Security offer
3312-ZWLGF,Male,Yes,Yes,No,29,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,79.3,2414.55,3172,25-48 Months,0,0.7793238570343396,1,77.93,High Risk,Contract upgrade + Security offer
2923-ARZLG,Male,No,Yes,Yes,0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,19.7,0.0,4890,0-12 Months,0,0.12253330618579958,0,12.25,Low Risk,Monitor
7032-LMBHI,Female,No,No,No,37,Yes,Yes,DSL,Yes,No,No,No,Yes,No,One year,No,Bank transfer (automatic),64.65,2347.85,5255,25-48 Months,0,0.18761414568142598,0,18.76,Low Risk,Monitor
8292-ITGYJ,Female,No,Yes,Yes,45,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),24.65,1138.8,3043,25-48 Months,0,0.012319708218413508,0,1.23,Low Risk,Monitor
9107-UKCKY,Male,No,Yes,No,61,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,79.8,4914.8,6432,49+ Months,0,0.34687361246668114,0,34.69,Low Risk,Monitor
6848-HJTXY,Female,No,Yes,No,64,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.45,1208.6,5628,49+ Months,0,0.014831412971823167,0,1.48,Low Risk,Monitor
4184-VODJZ,Male,No,Yes,Yes,63,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,One year,Yes,Electronic check,91.35,5764.7,4512,49+ Months,0,0.15542637512231114,0,15.54,Low Risk,Monitor
4846-WHAFZ,Female,Yes,Yes,Yes,37,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,76.5,2868.15,2793,25-48 Months,1,0.4056241615504523,0,40.56,Medium Risk,Monitor
8735-SDUFN,Female,Yes,Yes,No,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),24.3,1778.7,4397,49+ Months,0,0.014868053552069065,0,1.49,Low Risk,Monitor
0839-JTCUD,Female,No,Yes,No,66,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),89.9,5958.85,4082,49+ Months,0,0.05685951248860142,0,5.69,Low Risk,Monitor
6857-VWJDT,Female,No,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,95.65,95.65,3473,0-12 Months,1,0.86812360874515,1,86.81,High Risk,Contract upgrade + Security offer
7363-QTBIW,Female,No,Yes,No,9,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,79.75,769.1,4654,0-12 Months,0,0.8981558497352475,1,89.82,High Risk,Contract upgrade + Security offer
6158-HDPXZ,Male,No,No,No,1,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,25.35,25.35,4193,0-12 Months,0,0.7466381188917179,1,74.66,High Risk,Contract upgrade + Security offer
5419-CONWX,Female,Yes,No,No,4,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),99.8,442.85,2268,0-12 Months,1,0.8386603151646089,1,83.87,High Risk,Contract upgrade + Security offer
9286-DOJGF,Female,Yes,Yes,No,38,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),74.95,2869.85,5165,25-48 Months,1,0.706795264558932,1,70.68,High Risk,Contract upgrade + Security offer
2408-PSJVE,Male,No,Yes,Yes,44,Yes,No,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,61.9,2924.05,4388,25-48 Months,0,0.07216344677062475,0,7.22,Low Risk,Monitor
2087-QAREY,Female,No,Yes,No,22,Yes,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,54.7,1178.75,5722,13-24 Months,0,0.5411221369112142,0,54.11,Medium Risk,Monitor
6777-TGHTM,Female,No,No,No,53,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),106.95,5785.5,5550,49+ Months,1,0.4078037951867016,0,40.78,Medium Risk,Monitor
6507-ZJSUR,Male,Yes,Yes,No,23,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,90.45,2117.25,5272,13-24 Months,0,0.8855795587090999,1,88.56,High Risk,Contract upgrade + Security offer
5025-GOOKI,Female,No,No,No,20,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),18.9,347.65,4277,13-24 Months,0,0.30997675989468637,0,31.0,Low Risk,Monitor
6080-LNESI,Male,No,No,No,51,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,24.75,1234.6,5080,49+ Months,0,0.028592581659962486,0,2.86,Low Risk,Monitor
2236-HILPA,Male,No,Yes,Yes,62,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),20.65,1218.45,6403,49+ Months,0,0.003311608665518579,0,0.33,Low Risk,Monitor
1386-ZIKUV,Male,No,No,No,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,18.95,130.55,4097,0-12 Months,0,0.46394696921843326,0,46.39,Medium Risk,Monitor
3365-SAIGS,Female,No,No,No,17,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,83.55,1329.15,5564,13-24 Months,0,0.8182382412983951,1,81.82,High Risk,Contract upgrade + Security offer
6061-GWWAV,Male,No,No,Yes,41,Yes,No,DSL,Yes,Yes,Yes,No,Yes,No,One year,No,Mailed check,70.2,2894.55,5365,25-48 Months,0,0.027130123601246257,0,2.71,Low Risk,Monitor
9979-RGMZT,Female,No,No,No,7,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,One year,Yes,Mailed check,94.05,633.45,5545,0-12 Months,0,0.7135666709393342,1,71.36,High Risk,Promote Online Security
8445-DNBAE,Male,No,No,Yes,1,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,50.05,50.05,5523,0-12 Months,0,0.46833552135417617,0,46.83,Medium Risk,Monitor
6872-HXFNF,Female,No,Yes,No,64,Yes,Yes,DSL,No,No,Yes,Yes,No,No,One year,No,Bank transfer (automatic),58.35,3756.45,5331,49+ Months,0,0.08242233321119952,0,8.24,Low Risk,Monitor
1320-HTRDR,Female,No,No,No,3,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.5,220.6,5948,0-12 Months,1,0.8916854700482313,1,89.17,High Risk,Contract upgrade + Security offer
3923-CSIHK,Female,Yes,Yes,No,50,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,71.05,3444.85,5746,49+ Months,1,0.6344781468142078,1,63.45,High Risk,Contract upgrade + Security offer
2446-ZKVAF,Male,No,Yes,No,18,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),56.8,1074.65,5558,13-24 Months,0,0.5684520287112806,0,56.85,Medium Risk,Monitor
4640-UHDOS,Female,No,Yes,No,13,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,55.95,734.35,4498,13-24 Months,1,0.7189284589340091,1,71.89,High Risk,Contract upgrade + Security offer
5457-COLHT,Male,No,Yes,Yes,69,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),80.65,5542.55,4618,49+ Months,0,0.00792454569009521,0,0.79,Low Risk,Monitor
2254-DLXRI,Female,No,No,No,1,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,79.15,79.15,2742,0-12 Months,0,0.8367473798415438,1,83.67,High Risk,Contract upgrade + Security offer
